ObjectId,Country,Unit,Date,Amount
1311,World,Parts Per Million,2013-04-01,398.64
1312,World,Percent,2013-04-01,0.57
1313,World,Parts Per Million,2013-05-01,400.02
1314,World,Percent,2013-05-01,0.78
1315,World,Parts Per Million,2013-06-01,398.81
1316,World,Percent,2013-06-01,0.73
1317,World,Parts Per Million,2013-07-01,397.51
1318,World,Percent,2013-07-01,0.75
1319,World,Parts Per Million,2013-08-01,395.39
1320,World,Percent,2013-08-01,0.71
1321,World,Parts Per Million,2013-09-01,393.72
1322,World,Percent,2013-09-01,0.61
1323,World,Parts Per Million,2013-10-01,393.9
1324,World,Percent,2013-10-01,0.67
1325,World,Parts Per Million,2013-11-01,395.36
1326,World,Percent,2013-11-01,0.55
1327,World,Parts Per Million,2013-12-01,397.03
1328,World,Percent,2013-12-01,0.62
1329,World,Parts Per Million,2014-01-01,398.04
1330,World,Percent,2014-01-01,0.57
1331,World,Parts Per Million,2014-02-01,398.27
1332,World,Percent,2014-02-01,0.31
1333,World,Parts Per Million,2014-03-01,399.91
1334,World,Percent,2014-03-01,0.57
1335,World,Parts Per Million,2014-04-01,401.51
1336,World,Percent,2014-04-01,0.72
1337,World,Parts Per Million,2014-05-01,401.96
1338,World,Percent,2014-05-01,0.48
1339,World,Parts Per Million,2014-06-01,401.43
1340,World,Percent,2014-06-01,0.66
1341,World,Parts Per Million,2014-07-01,399.27
1342,World,Percent,2014-07-01,0.44
1343,World,Parts Per Million,2014-08-01,397.18
1344,World,Percent,2014-08-01,0.45
1345,World,Parts Per Million,2014-09-01,395.54
1346,World,Percent,2014-09-01,0.46
1347,World,Parts Per Million,2014-10-01,396.16
1348,World,Percent,2014-10-01,0.57
1349,World,Parts Per Million,2014-11-01,397.4
1350,World,Percent,2014-11-01,0.52
1351,World,Parts Per Million,2014-12-01,399.08
1352,World,Percent,2014-12-01,0.52
1353,World,Parts Per Million,2015-01-01,400.18
1354,World,Percent,2015-01-01,0.54
1355,World,Parts Per Million,2015-02-01,400.55
1356,World,Percent,2015-02-01,0.57
1357,World,Parts Per Million,2015-03-01,401.74
1358,World,Percent,2015-03-01,0.46
1359,World,Parts Per Million,2015-04-01,403.35
1360,World,Percent,2015-04-01,0.46
1361,World,Parts Per Million,2015-05-01,404.15
1362,World,Percent,2015-05-01,0.54
1363,World,Parts Per Million,2015-06-01,402.97
1364,World,Percent,2015-06-01,0.38
1365,World,Parts Per Million,2015-07-01,401.46
1366,World,Percent,2015-07-01,0.55
1367,World,Parts Per Million,2015-08-01,399.11
1368,World,Percent,2015-08-01,0.49
1369,World,Parts Per Million,2015-09-01,397.82
1370,World,Percent,2015-09-01,0.58
1371,World,Parts Per Million,2015-10-01,398.49
1372,World,Percent,2015-10-01,0.59
1373,World,Parts Per Million,2015-11-01,400.27
1374,World,Percent,2015-11-01,0.72
1375,World,Parts Per Million,2015-12-01,402.06
1376,World,Percent,2015-12-01,0.75
1377,World,Parts Per Million,2016-01-01,402.73
1378,World,Percent,2016-01-01,0.64
1379,World,Parts Per Million,2016-02-01,404.25
1380,World,Percent,2016-02-01,0.92
1381,World,Parts Per Million,2016-03-01,405.06
1382,World,Percent,2016-03-01,0.83
1383,World,Parts Per Million,2016-04-01,407.6
1384,World,Percent,2016-04-01,1.05
1385,World,Parts Per Million,2016-05-01,407.9
1386,World,Percent,2016-05-01,0.93
1387,World,Parts Per Million,2016-06-01,406.99
1388,World,Percent,2016-06-01,1.0
1389,World,Parts Per Million,2016-07-01,404.59
1390,World,Percent,2016-07-01,0.78
1391,World,Parts Per Million,2016-08-01,402.45
1392,World,Percent,2016-08-01,0.84
1393,World,Parts Per Million,2016-09-01,401.23
1394,World,Percent,2016-09-01,0.86
1395,World,Parts Per Million,2016-10-01,401.79
1396,World,Percent,2016-10-01,0.83
1397,World,Parts Per Million,2016-11-01,403.72
1398,World,Percent,2016-11-01,0.86
1399,World,Parts Per Million,2016-12-01,404.64
1400,World,Percent,2016-12-01,0.64
1401,World,Parts Per Million,2017-01-01,406.36
1402,World,Percent,2017-01-01,0.9
1403,World,Parts Per Million,2017-02-01,406.66
1404,World,Percent,2017-02-01,0.6
1405,World,Parts Per Million,2017-03-01,407.54
1406,World,Percent,2017-03-01,0.61
1407,World,Parts Per Million,2017-04-01,409.22
1408,World,Percent,2017-04-01,0.4
1409,World,Parts Per Million,2017-05-01,409.89
1410,World,Percent,2017-05-01,0.49
1411,World,Parts Per Million,2017-06-01,409.08
1412,World,Percent,2017-06-01,0.51
1413,World,Parts Per Million,2017-07-01,407.33
1414,World,Percent,2017-07-01,0.68
1415,World,Parts Per Million,2017-08-01,405.32
1416,World,Percent,2017-08-01,0.71
1417,World,Parts Per Million,2017-09-01,403.57
1418,World,Percent,2017-09-01,0.58
1419,World,Parts Per Million,2017-10-01,403.82
1420,World,Percent,2017-10-01,0.51
1421,World,Parts Per Million,2017-11-01,405.31
1422,World,Percent,2017-11-01,0.39
1423,World,Parts Per Million,2017-12-01,407.0
1424,World,Percent,2017-12-01,0.58
1425,World,Parts Per Million,2018-01-01,408.15
1426,World,Percent,2018-01-01,0.44
1427,World,Parts Per Million,2018-02-01,408.52
1428,World,Percent,2018-02-01,0.46
1429,World,Parts Per Million,2018-03-01,409.59
1430,World,Percent,2018-03-01,0.5
1431,World,Parts Per Million,2018-04-01,410.45
1432,World,Percent,2018-04-01,0.3
1433,World,Parts Per Million,2018-05-01,411.44
1434,World,Percent,2018-05-01,0.38
1435,World,Parts Per Million,2018-06-01,410.99
1436,World,Percent,2018-06-01,0.47
1437,World,Parts Per Million,2018-07-01,408.9
1438,World,Percent,2018-07-01,0.39
1439,World,Parts Per Million,2018-08-01,407.16
1440,World,Percent,2018-08-01,0.45
1441,World,Parts Per Million,2018-09-01,405.71
1442,World,Percent,2018-09-01,0.53
1443,World,Parts Per Million,2018-10-01,406.19
1444,World,Percent,2018-10-01,0.59
1445,World,Parts Per Million,2018-11-01,408.21
1446,World,Percent,2018-11-01,0.72
1447,World,Parts Per Million,2018-12-01,409.27
1448,World,Percent,2018-12-01,0.56
1449,World,Parts Per Million,2019-01-01,411.03
1450,World,Percent,2019-01-01,0.71
1451,World,Parts Per Million,2019-02-01,411.96
1452,World,Percent,2019-02-01,0.84
1453,World,Parts Per Million,2019-03-01,412.18
1454,World,Percent,2019-03-01,0.63
1455,World,Parts Per Million,2019-04-01,413.54
1456,World,Percent,2019-04-01,0.75
1457,World,Parts Per Million,2019-05-01,414.86
1458,World,Percent,2019-05-01,0.83
1459,World,Parts Per Million,2019-06-01,414.16
1460,World,Percent,2019-06-01,0.77
1461,World,Parts Per Million,2019-07-01,411.97
1462,World,Percent,2019-07-01,0.75
1463,World,Parts Per Million,2019-08-01,410.18
1464,World,Percent,2019-08-01,0.74
1465,World,Parts Per Million,2019-09-01,408.76
1466,World,Percent,2019-09-01,0.75
1467,World,Parts Per Million,2019-10-01,408.75
1468,World,Percent,2019-10-01,0.63
1469,World,Parts Per Million,2019-11-01,410.48
1470,World,Percent,2019-11-01,0.56
1471,World,Parts Per Million,2019-12-01,411.98
1472,World,Percent,2019-12-01,0.66
1473,World,Parts Per Million,2020-01-01,413.61
1474,World,Percent,2020-01-01,0.63
1475,World,Parts Per Million,2020-02-01,414.34
1476,World,Percent,2020-02-01,0.58
1477,World,Parts Per Million,2020-03-01,414.74
1478,World,Percent,2020-03-01,0.62
1479,World,Parts Per Million,2020-04-01,416.45
1480,World,Percent,2020-04-01,0.7
1481,World,Parts Per Million,2020-05-01,417.31
1482,World,Percent,2020-05-01,0.59
1483,World,Parts Per Million,2020-06-01,416.6
1484,World,Percent,2020-06-01,0.59
1485,World,Parts Per Million,2020-07-01,414.62
1486,World,Percent,2020-07-01,0.64
1487,World,Parts Per Million,2020-08-01,412.78
1488,World,Percent,2020-08-01,0.63
1489,World,Parts Per Million,2020-09-01,411.52
1490,World,Percent,2020-09-01,0.68
1491,World,Parts Per Million,2020-10-01,411.51
1492,World,Percent,2020-10-01,0.68
1493,World,Parts Per Million,2020-11-01,413.12
1494,World,Percent,2020-11-01,0.64
1495,World,Parts Per Million,2020-12-01,414.26
1496,World,Percent,2020-12-01,0.55
1497,World,Parts Per Million,2021-01-01,415.52
1498,World,Percent,2021-01-01,0.46
1499,World,Parts Per Million,2021-02-01,416.75
1500,World,Percent,2021-02-01,0.58
1501,World,Parts Per Million,2021-03-01,417.64
1502,World,Percent,2021-03-01,0.7
1503,World,Parts Per Million,2021-04-01,419.05
1504,World,Percent,2021-04-01,0.62
1505,World,Parts Per Million,2021-05-01,419.13
1506,World,Percent,2021-05-01,0.44
1507,World,Parts Per Million,2021-06-01,418.94
1508,World,Percent,2021-06-01,0.56
1509,World,Parts Per Million,2021-07-01,416.96
1510,World,Percent,2021-07-01,0.56
1511,World,Parts Per Million,2021-08-01,414.47
1512,World,Percent,2021-08-01,0.41
1513,World,Parts Per Million,2021-09-01,413.3
1514,World,Percent,2021-09-01,0.43
1515,World,Parts Per Million,2021-10-01,413.93
1516,World,Percent,2021-10-01,0.59
1517,World,Parts Per Million,2021-11-01,415.01
1518,World,Percent,2021-11-01,0.46
1519,World,Parts Per Million,2021-12-01,416.71
1520,World,Percent,2021-12-01,0.59
1521,World,Parts Per Million,2022-01-01,418.19
1522,World,Percent,2022-01-01,0.64
1523,World,Parts Per Million,2022-02-01,419.28
1524,World,Percent,2022-02-01,0.61
1525,World,Parts Per Million,2022-03-01,418.81
1526,World,Percent,2022-03-01,0.28
1527,World,Parts Per Million,2022-04-01,420.23
1528,World,Percent,2022-04-01,0.28
1529,World,Parts Per Million,2022-05-01,420.99
1530,World,Percent,2022-05-01,0.44
1531,World,Parts Per Million,2022-06-01,420.99
1532,World,Percent,2022-06-01,0.49
1533,World,Parts Per Million,2022-07-01,418.9
1534,World,Percent,2022-07-01,0.47
1535,World,Parts Per Million,2022-08-01,417.19
1536,World,Percent,2022-08-01,0.66
1537,World,Parts Per Million,2022-09-01,415.95
1538,World,Percent,2022-09-01,0.64
1539,World,Parts Per Million,2022-10-01,415.78
1540,World,Percent,2022-10-01,0.45
1541,World,Parts Per Million,2022-11-01,417.51
1542,World,Percent,2022-11-01,0.6
1543,World,Parts Per Million,2022-12-01,418.95
1544,World,Percent,2022-12-01,0.54
1545,World,Parts Per Million,2023-01-01,419.47
1546,World,Percent,2023-01-01,0.31
1547,World,Parts Per Million,2023-02-01,420.41
1548,World,Percent,2023-02-01,0.27
