ObjectId,Country,Unit,Measure,Amount,Year
28432,World,Millimeters,Tropics,55.05,2016
28433,World,Millimeters,World,51.64,2016
28434,World,Millimeters,Andaman Sea,-31.02,2016
28435,World,Millimeters,Arabian Sea,103.27,2016
28436,World,Millimeters,Atlantic Ocean,35.48,2016
28437,World,Millimeters,Baltic Sea,-125.63,2016
28438,World,Millimeters,Bay Bengal,77.88,2016
28439,World,Millimeters,Bering Sea,34.2,2016
28440,World,Millimeters,Caribbean Sea,30.53,2016
28441,World,Millimeters,Gulf Mexico,7.26,2016
28442,World,Millimeters,Indian Ocean,78.17,2016
28443,World,Millimeters,Indonesian,29.08,2016
28444,World,Millimeters,Nino,43.36,2016
28445,World,Millimeters,North Atlantic,-18.2,2016
28446,World,Millimeters,North Pacific,9.33,2016
28447,World,Millimeters,North Sea,-21.7,2016
28448,World,Millimeters,Pacific Ocean,55.88,2016
28449,World,Millimeters,Persian Gulf,-26.43,2016
28450,World,Millimeters,Sea Okhotsk,47.13,2016
28451,World,Millimeters,South China,23,2016
28452,World,Millimeters,Southern Ocean,84.29,2016
28453,World,Millimeters,Tropics,56.1,2016
28454,World,Millimeters,World,52.48,2016
28455,World,Millimeters,Yellow Sea,-23.82,2016
28456,World,Millimeters,Adriatic Sea,-18.27,2016
28457,World,Millimeters,Yellow Sea,-24.54,2016
28458,World,Millimeters,Adriatic Sea,-16.33,2016
28459,World,Millimeters,Arabian Sea,122.18,2016
28460,World,Millimeters,Baltic Sea,-76.65,2016
28461,World,Millimeters,Bay Bengal,72.97,2016
28462,World,Millimeters,Gulf Mexico,-1.84,2016
28463,World,Millimeters,Indian Ocean,68.62,2016
28464,World,Millimeters,Indonesian,24.58,2016
28465,World,Millimeters,Mediterranean,-35.67,2016
28466,World,Millimeters,North Sea,3.49,2016
28467,World,Millimeters,Pacific Ocean,51.66,2016
28468,World,Millimeters,Persian Gulf,-24.57,2016
28469,World,Millimeters,South China,22.69,2016
28470,World,Millimeters,Southern Ocean,81.76,2016
28471,World,Millimeters,Tropics,51.35,2016
28472,World,Millimeters,World,49.74,2016
28473,World,Millimeters,Andaman Sea,-33.22,2016
28474,World,Millimeters,Sea Japan,19.7,2016
28475,World,Millimeters,Adriatic Sea,-35.57,2016
28476,World,Millimeters,Andaman Sea,4.15,2016
28477,World,Millimeters,Atlantic Ocean,35.92,2016
28478,World,Millimeters,Bering Sea,35.82,2016
28479,World,Millimeters,Caribbean Sea,29.44,2016
28480,World,Millimeters,Nino,32.17,2016
28481,World,Millimeters,North Atlantic,-12.19,2016
28482,World,Millimeters,North Pacific,5.51,2016
28483,World,Millimeters,Sea Japan,18.2,2016
28484,World,Millimeters,Sea Okhotsk,46.72,2016
28485,World,Millimeters,Yellow Sea,-4.44,2016
28486,World,Millimeters,Arabian Sea,109.37,2016
28487,World,Millimeters,Atlantic Ocean,36.18,2016
28488,World,Millimeters,Baltic Sea,-75.83,2016
28489,World,Millimeters,Bay Bengal,55.08,2016
28490,World,Millimeters,Bering Sea,35.2,2016
28491,World,Millimeters,Caribbean Sea,26.13,2016
28492,World,Millimeters,Gulf Mexico,18.16,2016
28493,World,Millimeters,Indian Ocean,66.47,2016
28494,World,Millimeters,Indonesian,16.28,2016
28495,World,Millimeters,Mediterranean,-40.37,2016
28496,World,Millimeters,Nino,31.76,2016
28497,World,Millimeters,North Atlantic,-10.4,2016
28498,World,Millimeters,North Pacific,6.23,2016
28499,World,Millimeters,North Sea,-13.5,2016
28500,World,Millimeters,Pacific Ocean,52.58,2016
28501,World,Millimeters,Persian Gulf,-17.73,2016
28502,World,Millimeters,Sea Okhotsk,52.63,2016
28503,World,Millimeters,South China,19.2,2016
28504,World,Millimeters,Southern Ocean,82.29,2016
28505,World,Millimeters,Tropics,50.2,2016
28506,World,Millimeters,World,49.08,2016
28507,World,Millimeters,Yellow Sea,-6.32,2016
28508,World,Millimeters,Adriatic Sea,-29.13,2016
28509,World,Millimeters,Andaman Sea,-31.65,2016
28510,World,Millimeters,Baltic Sea,-62.35,2016
28511,World,Millimeters,North Sea,-68.01,2016
28512,World,Millimeters,Indonesian,4.88,2016
28513,World,Millimeters,Mediterranean,-28.57,2016
28514,World,Millimeters,Arabian Sea,133.88,2016
28515,World,Millimeters,Atlantic Ocean,40.12,2016
28516,World,Millimeters,Bay Bengal,89.87,2016
28517,World,Millimeters,Bering Sea,14.22,2016
28518,World,Millimeters,Caribbean Sea,38.64,2016
28519,World,Millimeters,Gulf Mexico,34.06,2016
28520,World,Millimeters,Indian Ocean,73.12,2016
28521,World,Millimeters,Indonesian,14.08,2016
28522,World,Millimeters,Mediterranean,-35.87,2016
28523,World,Millimeters,Nino,21.57,2016
28524,World,Millimeters,North Atlantic,-9.69,2016
28525,World,Millimeters,North Pacific,4.11,2016
28526,World,Millimeters,Pacific Ocean,46.86,2016
28527,World,Millimeters,Persian Gulf,47.43,2016
28528,World,Millimeters,Sea Japan,36.1,2016
28529,World,Millimeters,Sea Okhotsk,53.42,2016
28530,World,Millimeters,South China,-22.11,2016
28531,World,Millimeters,Southern Ocean,84.46,2016
28532,World,Millimeters,Tropics,48.25,2016
28533,World,Millimeters,World,48.84,2016
28534,World,Millimeters,Yellow Sea,7.36,2016
28535,World,Millimeters,Andaman Sea,-31.42,2016
28536,World,Millimeters,Arabian Sea,131.17,2016
28537,World,Millimeters,Atlantic Ocean,39.88,2016
28538,World,Millimeters,Baltic Sea,-70.43,2016
28539,World,Millimeters,Bay Bengal,82.48,2016
28540,World,Millimeters,Bering Sea,16.2,2016
28541,World,Millimeters,Caribbean Sea,34.03,2016
28542,World,Millimeters,Gulf Mexico,35.16,2016
28543,World,Millimeters,Indian Ocean,73.97,2016
28544,World,Millimeters,Nino,21.46,2016
28545,World,Millimeters,North Atlantic,-6,2016
28546,World,Millimeters,North Pacific,7.93,2016
28547,World,Millimeters,North Sea,-57.5,2016
28548,World,Millimeters,Pacific Ocean,48.08,2016
28549,World,Millimeters,Persian Gulf,76.47,2016
28550,World,Millimeters,Sea Japan,32.9,2016
28551,World,Millimeters,Sea Okhotsk,51.43,2016
28552,World,Millimeters,South China,-22,2016
28553,World,Millimeters,Southern Ocean,84.39,2016
28554,World,Millimeters,Tropics,48,2016
28555,World,Millimeters,World,48.88,2016
28556,World,Millimeters,Yellow Sea,0.78,2016
28557,World,Millimeters,Adriatic Sea,21.13,2016
28558,World,Millimeters,Adriatic Sea,18.37,2016
28559,World,Millimeters,Andaman Sea,5.35,2016
28560,World,Millimeters,Baltic Sea,-32.45,2016
28561,World,Millimeters,North Sea,32.29,2016
28562,World,Millimeters,Persian Gulf,29.73,2016
28563,World,Millimeters,Sea Japan,48.8,2016
28564,World,Millimeters,South China,-10.81,2016
28565,World,Millimeters,Gulf Mexico,82.36,2016
28566,World,Millimeters,Mediterranean,18.73,2016
28567,World,Millimeters,Sea Japan,50.7,2016
28568,World,Millimeters,Arabian Sea,136.38,2016
28569,World,Millimeters,Atlantic Ocean,52.42,2016
28570,World,Millimeters,Bay Bengal,90.77,2016
28571,World,Millimeters,Bering Sea,23.12,2016
28572,World,Millimeters,Caribbean Sea,65.24,2016
28573,World,Millimeters,Gulf Mexico,68.26,2016
28574,World,Millimeters,Indian Ocean,62.92,2016
28575,World,Millimeters,Indonesian,-6.02,2016
28576,World,Millimeters,Mediterranean,15.63,2016
28577,World,Millimeters,Nino,17.67,2016
28578,World,Millimeters,North Atlantic,10.61,2016
28579,World,Millimeters,North Pacific,8.01,2016
28580,World,Millimeters,Pacific Ocean,39.46,2016
28581,World,Millimeters,Sea Okhotsk,43.92,2016
28582,World,Millimeters,Southern Ocean,73.26,2016
28583,World,Millimeters,Tropics,47.15,2016
28584,World,Millimeters,World,47.54,2016
28585,World,Millimeters,Yellow Sea,21.86,2016
28586,World,Millimeters,Andaman Sea,-6.32,2016
28587,World,Millimeters,Arabian Sea,131.27,2016
28588,World,Millimeters,Atlantic Ocean,53.88,2016
28589,World,Millimeters,Baltic Sea,-21.23,2016
28590,World,Millimeters,Bay Bengal,75.48,2016
28591,World,Millimeters,Bering Sea,25.1,2016
28592,World,Millimeters,Caribbean Sea,64.53,2016
28593,World,Millimeters,Indian Ocean,62.37,2016
28594,World,Millimeters,Indonesian,-11.92,2016
28595,World,Millimeters,Nino,16.36,2016
28596,World,Millimeters,North Atlantic,12.4,2016
28597,World,Millimeters,North Pacific,10.13,2016
28598,World,Millimeters,North Sea,40.6,2016
28599,World,Millimeters,Pacific Ocean,39.28,2016
28600,World,Millimeters,Persian Gulf,43.37,2016
28601,World,Millimeters,Sea Okhotsk,47.73,2016
28602,World,Millimeters,South China,-16.2,2016
28603,World,Millimeters,Southern Ocean,73.89,2016
28604,World,Millimeters,Tropics,46,2016
28605,World,Millimeters,World,47.18,2016
28606,World,Millimeters,Yellow Sea,17.48,2016
28607,World,Millimeters,Adriatic Sea,23.03,2016
28608,World,Millimeters,Adriatic Sea,17.97,2016
28609,World,Millimeters,Andaman Sea,54.85,2016
28610,World,Millimeters,Baltic Sea,72.95,2016
28611,World,Millimeters,Mediterranean,-12.17,2016
28612,World,Millimeters,North Sea,-17.11,2016
28613,World,Millimeters,Persian Gulf,44.03,2016
28614,World,Millimeters,Sea Japan,38.1,2016
28615,World,Millimeters,Sea Okhotsk,32.02,2016
28616,World,Millimeters,South China,-3.21,2016
28617,World,Millimeters,Andaman Sea,51.18,2016
28618,World,Millimeters,Gulf Mexico,102.26,2016
28619,World,Millimeters,Mediterranean,-4.17,2016
28620,World,Millimeters,Sea Japan,39,2016
28621,World,Millimeters,Sea Okhotsk,34.93,2016
28622,World,Millimeters,South China,-6.8,2016
28623,World,Millimeters,Arabian Sea,134.58,2016
28624,World,Millimeters,Atlantic Ocean,57.02,2016
28625,World,Millimeters,Bay Bengal,100.47,2016
28626,World,Millimeters,Bering Sea,35.82,2016
28627,World,Millimeters,Caribbean Sea,70.84,2016
28628,World,Millimeters,Gulf Mexico,76.46,2016
28629,World,Millimeters,Indian Ocean,57.62,2016
28630,World,Millimeters,Indonesian,-7.22,2016
28631,World,Millimeters,Nino,21.67,2016
28632,World,Millimeters,North Atlantic,15.71,2016
28633,World,Millimeters,North Pacific,11.61,2016
28634,World,Millimeters,Pacific Ocean,38.56,2016
28635,World,Millimeters,Southern Ocean,68.36,2016
28636,World,Millimeters,Tropics,48.05,2016
28637,World,Millimeters,World,47.24,2016
28638,World,Millimeters,Yellow Sea,-3.04,2016
28639,World,Millimeters,Arabian Sea,130.97,2016
28640,World,Millimeters,Atlantic Ocean,58.38,2016
28641,World,Millimeters,Baltic Sea,62.87,2016
28642,World,Millimeters,Bay Bengal,105.78,2016
28643,World,Millimeters,Bering Sea,36.9,2016
28644,World,Millimeters,Caribbean Sea,75.23,2016
28645,World,Millimeters,Indian Ocean,56.67,2016
28646,World,Millimeters,Indonesian,-19.72,2016
28647,World,Millimeters,Nino,19.86,2016
28648,World,Millimeters,North Atlantic,16.5,2016
28649,World,Millimeters,North Pacific,11.23,2016
28650,World,Millimeters,North Sea,-10.9,2016
28651,World,Millimeters,Pacific Ocean,37.28,2016
28652,World,Millimeters,Persian Gulf,47.87,2016
28653,World,Millimeters,Southern Ocean,68.19,2016
28654,World,Millimeters,Tropics,47.1,2016
28655,World,Millimeters,World,46.68,2016
28656,World,Millimeters,Yellow Sea,-5.42,2016
28657,World,Millimeters,Adriatic Sea,-19.67,2016
28658,World,Millimeters,Adriatic Sea,-16.73,2016
28659,World,Millimeters,Baltic Sea,-72.25,2016
28660,World,Millimeters,Mediterranean,14.73,2016
28661,World,Millimeters,North Sea,27.29,2016
28662,World,Millimeters,Persian Gulf,28.93,2016
28663,World,Millimeters,Sea Japan,20,2016
28664,World,Millimeters,Sea Okhotsk,54.72,2016
28665,World,Millimeters,Andaman Sea,91.48,2016
28666,World,Millimeters,Bay Bengal,109.08,2016
28667,World,Millimeters,Bering Sea,48.7,2016
28668,World,Millimeters,Gulf Mexico,100.26,2016
28669,World,Millimeters,Mediterranean,16.33,2016
28670,World,Millimeters,Sea Japan,22,2016
28671,World,Millimeters,Andaman Sea,112.05,2016
28672,World,Millimeters,Arabian Sea,148.58,2016
28673,World,Millimeters,Atlantic Ocean,47.42,2016
28674,World,Millimeters,Bay Bengal,107.47,2016
28675,World,Millimeters,Bering Sea,50.12,2016
28676,World,Millimeters,Caribbean Sea,66.54,2016
28677,World,Millimeters,Gulf Mexico,79.76,2016
28678,World,Millimeters,Indian Ocean,50.82,2016
28679,World,Millimeters,Indonesian,10.88,2016
28680,World,Millimeters,Nino,23.67,2016
28681,World,Millimeters,North Atlantic,16.21,2016
28682,World,Millimeters,North Pacific,10.81,2016
28683,World,Millimeters,Pacific Ocean,43.46,2016
28684,World,Millimeters,South China,1.99,2016
28685,World,Millimeters,Southern Ocean,61.16,2016
28686,World,Millimeters,Tropics,50.55,2016
28687,World,Millimeters,World,46.94,2016
28688,World,Millimeters,Yellow Sea,0.46,2016
28689,World,Millimeters,Arabian Sea,149.57,2016
28690,World,Millimeters,Atlantic Ocean,50.28,2016
28691,World,Millimeters,Baltic Sea,-85.03,2016
28692,World,Millimeters,Caribbean Sea,69.43,2016
28693,World,Millimeters,Indian Ocean,52.97,2016
28694,World,Millimeters,Indonesian,5.58,2016
28695,World,Millimeters,Nino,24.76,2016
28696,World,Millimeters,North Atlantic,18.3,2016
28697,World,Millimeters,North Pacific,7.33,2016
28698,World,Millimeters,North Sea,14.1,2016
28699,World,Millimeters,Pacific Ocean,41.58,2016
28700,World,Millimeters,Persian Gulf,43.27,2016
28701,World,Millimeters,Sea Okhotsk,52.33,2016
28702,World,Millimeters,South China,-1.2,2016
28703,World,Millimeters,Southern Ocean,61.39,2016
28704,World,Millimeters,Tropics,50.9,2016
28705,World,Millimeters,World,46.78,2016
28706,World,Millimeters,Yellow Sea,-0.62,2016
28707,World,Millimeters,Adriatic Sea,42.63,2016
28708,World,Millimeters,Adriatic Sea,52.37,2016
28709,World,Millimeters,Baltic Sea,-18.35,2016
28710,World,Millimeters,Andaman Sea,210.15,2016
28711,World,Millimeters,Indian Ocean,48.72,2016
28712,World,Millimeters,Mediterranean,14.73,2016
28713,World,Millimeters,North Sea,26.79,2016
28714,World,Millimeters,Persian Gulf,3.83,2016
28715,World,Millimeters,Sea Japan,34.1,2016
28716,World,Millimeters,Sea Okhotsk,31.32,2016
28717,World,Millimeters,South China,1.59,2016
28718,World,Millimeters,Andaman Sea,190.18,2016
28719,World,Millimeters,Arabian Sea,162.67,2016
28720,World,Millimeters,Baltic Sea,-26.03,2016
28721,World,Millimeters,Bering Sea,12,2016
28722,World,Millimeters,Gulf Mexico,70.36,2016
28723,World,Millimeters,Indonesian,22.58,2016
28724,World,Millimeters,Mediterranean,17.03,2016
28725,World,Millimeters,Sea Japan,35.3,2016
28726,World,Millimeters,Sea Okhotsk,32.83,2016
28727,World,Millimeters,South China,3.6,2016
28728,World,Millimeters,Arabian Sea,157.28,2016
28729,World,Millimeters,Atlantic Ocean,34.52,2016
28730,World,Millimeters,Bay Bengal,132.87,2016
28731,World,Millimeters,Bering Sea,18.32,2016
28732,World,Millimeters,Caribbean Sea,61.74,2016
28733,World,Millimeters,Gulf Mexico,65.16,2016
28734,World,Millimeters,Indonesian,25.48,2016
28735,World,Millimeters,Nino,25.87,2016
28736,World,Millimeters,North Atlantic,5.91,2016
28737,World,Millimeters,North Pacific,19.81,2016
28738,World,Millimeters,Pacific Ocean,46.36,2016
28739,World,Millimeters,Southern Ocean,47.76,2016
28740,World,Millimeters,Tropics,53.85,2016
28741,World,Millimeters,World,45.44,2016
28742,World,Millimeters,Yellow Sea,34.16,2016
28743,World,Millimeters,Atlantic Ocean,38.28,2016
28744,World,Millimeters,Bay Bengal,142.48,2016
28745,World,Millimeters,Caribbean Sea,65.13,2016
28746,World,Millimeters,Indian Ocean,51.77,2016
28747,World,Millimeters,Nino,26.06,2016
28748,World,Millimeters,North Atlantic,6.6,2016
28749,World,Millimeters,North Pacific,15.53,2016
28750,World,Millimeters,North Sea,27.5,2016
28751,World,Millimeters,Pacific Ocean,45.48,2016
28752,World,Millimeters,Persian Gulf,21.27,2016
28753,World,Millimeters,Southern Ocean,50.49,2016
28754,World,Millimeters,Tropics,55,2016
28755,World,Millimeters,World,46.38,2016
28756,World,Millimeters,Yellow Sea,31.18,2016
28757,World,Millimeters,Adriatic Sea,18.13,2016
28758,World,Millimeters,Adriatic Sea,3.17,2016
28759,World,Millimeters,Baltic Sea,-32.05,2016
28760,World,Millimeters,Andaman Sea,257.15,2016
28761,World,Millimeters,Arabian Sea,137.38,2016
28762,World,Millimeters,Bay Bengal,137.67,2016
28763,World,Millimeters,Gulf Mexico,65.96,2016
28764,World,Millimeters,Indian Ocean,51.52,2016
28765,World,Millimeters,Indonesian,53.88,2016
28766,World,Millimeters,Mediterranean,-4.97,2016
28767,World,Millimeters,Nino,27.27,2016
28768,World,Millimeters,North Sea,-7.71,2016
28769,World,Millimeters,Pacific Ocean,56.46,2016
28770,World,Millimeters,Persian Gulf,18.63,2016
28771,World,Millimeters,Sea Japan,65.9,2016
28772,World,Millimeters,Sea Okhotsk,36.92,2016
28773,World,Millimeters,South China,2.39,2016
28774,World,Millimeters,Southern Ocean,51.56,2016
28775,World,Millimeters,Tropics,55.95,2016
28776,World,Millimeters,World,48.24,2016
28777,World,Millimeters,Andaman Sea,254.98,2016
28778,World,Millimeters,Arabian Sea,138.47,2016
28779,World,Millimeters,Baltic Sea,-55.23,2016
28780,World,Millimeters,Bay Bengal,141.38,2016
28781,World,Millimeters,Gulf Mexico,63.06,2016
28782,World,Millimeters,Indian Ocean,52.17,2016
28783,World,Millimeters,Indonesian,55.98,2016
28784,World,Millimeters,Mediterranean,-3.27,2016
28785,World,Millimeters,Pacific Ocean,56.18,2016
28786,World,Millimeters,Sea Japan,66.5,2016
28787,World,Millimeters,Sea Okhotsk,29.53,2016
28788,World,Millimeters,South China,-0.1,2016
28789,World,Millimeters,Southern Ocean,52.49,2016
28790,World,Millimeters,Tropics,56.4,2016
28791,World,Millimeters,World,48.38,2016
28792,World,Millimeters,Adriatic Sea,2.23,2016
28793,World,Millimeters,Atlantic Ocean,22.92,2016
28794,World,Millimeters,Bering Sea,44.22,2016
28795,World,Millimeters,Caribbean Sea,30.14,2016
28796,World,Millimeters,North Atlantic,-3.89,2016
28797,World,Millimeters,North Pacific,37.31,2016
28798,World,Millimeters,Yellow Sea,65.56,2016
28799,World,Millimeters,Adriatic Sea,-3.83,2016
28800,World,Millimeters,Atlantic Ocean,24.48,2016
28801,World,Millimeters,Bering Sea,37.2,2016
28802,World,Millimeters,Caribbean Sea,32.33,2016
28803,World,Millimeters,Nino,28.66,2016
28804,World,Millimeters,North Atlantic,-3.8,2016
28805,World,Millimeters,North Pacific,35.03,2016
28806,World,Millimeters,North Sea,-6,2016
28807,World,Millimeters,Persian Gulf,29.27,2016
28808,World,Millimeters,Yellow Sea,63.68,2016
28809,World,Millimeters,Baltic Sea,-184.25,2016
28810,World,Millimeters,Andaman Sea,281.45,2016
28811,World,Millimeters,Arabian Sea,131.68,2016
28812,World,Millimeters,Bay Bengal,145.17,2016
28813,World,Millimeters,Bering Sea,73.32,2016
28814,World,Millimeters,Indian Ocean,44.12,2016
28815,World,Millimeters,Indonesian,51.08,2016
28816,World,Millimeters,Mediterranean,-14.57,2016
28817,World,Millimeters,Nino,29.37,2016
28818,World,Millimeters,North Pacific,48.41,2016
28819,World,Millimeters,North Sea,-11.21,2016
28820,World,Millimeters,Pacific Ocean,56.26,2016
28821,World,Millimeters,Persian Gulf,-12.67,2016
28822,World,Millimeters,Sea Japan,87.1,2016
28823,World,Millimeters,Sea Okhotsk,69.52,2016
28824,World,Millimeters,South China,-8.21,2016
28825,World,Millimeters,Southern Ocean,50.96,2016
28826,World,Millimeters,Tropics,53.65,2016
28827,World,Millimeters,World,48.34,2016
28828,World,Millimeters,Andaman Sea,260.98,2016
28829,World,Millimeters,Arabian Sea,134.17,2016
28830,World,Millimeters,Baltic Sea,-196.83,2016
28831,World,Millimeters,Bay Bengal,145.88,2016
28832,World,Millimeters,Bering Sea,64.1,2016
28833,World,Millimeters,Gulf Mexico,82.36,2016
28834,World,Millimeters,Indian Ocean,45.27,2016
28835,World,Millimeters,Indonesian,51.58,2016
28836,World,Millimeters,Mediterranean,-12.87,2016
28837,World,Millimeters,Nino,27.66,2016
28838,World,Millimeters,North Pacific,46.73,2016
28839,World,Millimeters,North Sea,-11.8,2016
28840,World,Millimeters,Pacific Ocean,56.58,2016
28841,World,Millimeters,Persian Gulf,1.77,2016
28842,World,Millimeters,Sea Japan,84.6,2016
28843,World,Millimeters,Sea Okhotsk,61.43,2016
28844,World,Millimeters,South China,-19.1,2016
28845,World,Millimeters,Southern Ocean,52.29,2016
28846,World,Millimeters,Tropics,53.6,2016
28847,World,Millimeters,World,48.18,2016
28848,World,Millimeters,Atlantic Ocean,27.32,2016
28849,World,Millimeters,Caribbean Sea,41.14,2016
28850,World,Millimeters,Gulf Mexico,85.16,2016
28851,World,Millimeters,North Atlantic,16.71,2016
28852,World,Millimeters,Yellow Sea,79.06,2016
28853,World,Millimeters,Adriatic Sea,4.27,2016
28854,World,Millimeters,Atlantic Ocean,26.78,2016
28855,World,Millimeters,Caribbean Sea,49.03,2016
28856,World,Millimeters,North Atlantic,15.5,2016
28857,World,Millimeters,Yellow Sea,69.18,2016
28858,World,Millimeters,Adriatic Sea,3.53,2016
28859,World,Millimeters,Baltic Sea,-128.85,2016
28860,World,Millimeters,Andaman Sea,286.55,2016
28861,World,Millimeters,Arabian Sea,121.38,2016
28862,World,Millimeters,Bay Bengal,144.87,2016
28863,World,Millimeters,Gulf Mexico,86.46,2016
28864,World,Millimeters,Indian Ocean,51.92,2016
28865,World,Millimeters,Mediterranean,48.83,2016
28866,World,Millimeters,Nino,33.87,2016
28867,World,Millimeters,North Pacific,39.81,2016
28868,World,Millimeters,North Sea,-1.51,2016
28869,World,Millimeters,Pacific Ocean,51.56,2016
28870,World,Millimeters,Persian Gulf,75.23,2016
28871,World,Millimeters,Sea Okhotsk,51.12,2016
28872,World,Millimeters,South China,-19.41,2016
28873,World,Millimeters,Southern Ocean,49.66,2016
28874,World,Millimeters,Tropics,57.35,2016
28875,World,Millimeters,World,50.64,2016
28876,World,Millimeters,Andaman Sea,279.68,2016
28877,World,Millimeters,Arabian Sea,122.07,2016
28878,World,Millimeters,Baltic Sea,-121.43,2016
28879,World,Millimeters,Bay Bengal,147.78,2016
28880,World,Millimeters,Bering Sea,47.7,2016
28881,World,Millimeters,Gulf Mexico,80.66,2016
28882,World,Millimeters,Indian Ocean,49.97,2016
28883,World,Millimeters,Indonesian,52.88,2016
28884,World,Millimeters,Mediterranean,49.33,2016
28885,World,Millimeters,Nino,33.46,2016
28886,World,Millimeters,North Pacific,39.13,2016
28887,World,Millimeters,Pacific Ocean,52.68,2016
28888,World,Millimeters,Persian Gulf,84.67,2016
28889,World,Millimeters,Sea Japan,79.9,2016
28890,World,Millimeters,Sea Okhotsk,40.33,2016
28891,World,Millimeters,South China,-34,2016
28892,World,Millimeters,Southern Ocean,50.29,2016
28893,World,Millimeters,Tropics,56.8,2016
28894,World,Millimeters,World,50.28,2016
28895,World,Millimeters,Adriatic Sea,59.53,2016
28896,World,Millimeters,Atlantic Ocean,40.22,2016
28897,World,Millimeters,Bering Sea,50.22,2016
28898,World,Millimeters,Caribbean Sea,73.74,2016
28899,World,Millimeters,Indonesian,52.58,2016
28900,World,Millimeters,North Atlantic,30.11,2016
28901,World,Millimeters,Sea Japan,75.1,2016
28902,World,Millimeters,Yellow Sea,61.16,2016
28903,World,Millimeters,Atlantic Ocean,39.18,2016
28904,World,Millimeters,Caribbean Sea,76.03,2016
28905,World,Millimeters,North Atlantic,28.9,2016
28906,World,Millimeters,North Sea,-4.1,2016
28907,World,Millimeters,Yellow Sea,54.08,2016
28908,World,Millimeters,Adriatic Sea,75.67,2016
28909,World,Millimeters,Baltic Sea,-11.75,2016
28910,World,Millimeters,Andaman Sea,282.15,2016
28911,World,Millimeters,Arabian Sea,99.38,2016
28912,World,Millimeters,Atlantic Ocean,38.32,2016
28913,World,Millimeters,Bay Bengal,117.87,2016
28914,World,Millimeters,Bering Sea,61.32,2016
28915,World,Millimeters,Gulf Mexico,99.16,2016
28916,World,Millimeters,Indian Ocean,34.22,2016
28917,World,Millimeters,Indonesian,33.38,2016
28918,World,Millimeters,Mediterranean,43.83,2016
28919,World,Millimeters,Nino,31.27,2016
28920,World,Millimeters,North Pacific,51.01,2016
28921,World,Millimeters,North Sea,-3.11,2016
28922,World,Millimeters,Pacific Ocean,56.96,2016
28923,World,Millimeters,Persian Gulf,87.13,2016
28924,World,Millimeters,Sea Japan,35.2,2016
28925,World,Millimeters,Sea Okhotsk,43.52,2016
28926,World,Millimeters,South China,-1.01,2016
28927,World,Millimeters,Southern Ocean,40.86,2016
28928,World,Millimeters,Tropics,55.15,2016
28929,World,Millimeters,World,48.94,2016
28930,World,Millimeters,Andaman Sea,278.38,2016
28931,World,Millimeters,Arabian Sea,103.37,2016
28932,World,Millimeters,Atlantic Ocean,37.08,2016
28933,World,Millimeters,Baltic Sea,-43.13,2016
28934,World,Millimeters,Bay Bengal,139.28,2016
28935,World,Millimeters,Bering Sea,50,2016
28936,World,Millimeters,Gulf Mexico,85.06,2016
28937,World,Millimeters,Indian Ocean,34.57,2016
28938,World,Millimeters,Indonesian,40.88,2016
28939,World,Millimeters,Mediterranean,48.63,2016
28940,World,Millimeters,Nino,32.76,2016
28941,World,Millimeters,North Pacific,47.03,2016
28942,World,Millimeters,North Sea,7.1,2016
28943,World,Millimeters,Pacific Ocean,57.88,2016
28944,World,Millimeters,Sea Japan,39.8,2016
28945,World,Millimeters,Sea Okhotsk,30.53,2016
28946,World,Millimeters,South China,-9.9,2016
28947,World,Millimeters,Southern Ocean,41.59,2016
28948,World,Millimeters,Tropics,56,2016
28949,World,Millimeters,World,49.08,2016
28950,World,Millimeters,Caribbean Sea,77.04,2016
28951,World,Millimeters,North Atlantic,41.51,2016
28952,World,Millimeters,Yellow Sea,28.96,2016
28953,World,Millimeters,Caribbean Sea,79.03,2016
28954,World,Millimeters,North Atlantic,38.6,2016
28955,World,Millimeters,Persian Gulf,87.07,2016
28956,World,Millimeters,Yellow Sea,15.48,2016
28957,World,Millimeters,Adriatic Sea,43.23,2016
28958,World,Millimeters,Adriatic Sea,36.97,2016
28959,World,Millimeters,Baltic Sea,59.85,2016
28960,World,Millimeters,Andaman Sea,191.45,2016
28961,World,Millimeters,Arabian Sea,84.38,2016
28962,World,Millimeters,Atlantic Ocean,39.72,2016
28963,World,Millimeters,Bay Bengal,131.27,2016
28964,World,Millimeters,Bering Sea,74.02,2016
28965,World,Millimeters,Gulf Mexico,107.36,2016
28966,World,Millimeters,Indian Ocean,43.32,2016
28967,World,Millimeters,Indonesian,3.88,2016
28968,World,Millimeters,Mediterranean,32.23,2016
28969,World,Millimeters,Nino,32.87,2016
28970,World,Millimeters,North Pacific,63.41,2016
28971,World,Millimeters,North Sea,31.09,2016
28972,World,Millimeters,Pacific Ocean,53.76,2016
28973,World,Millimeters,Persian Gulf,105.13,2016
28974,World,Millimeters,Sea Japan,48,2016
28975,World,Millimeters,Sea Okhotsk,59.92,2016
28976,World,Millimeters,South China,-15.71,2016
28977,World,Millimeters,Southern Ocean,42.16,2016
28978,World,Millimeters,Tropics,51.45,2016
28979,World,Millimeters,World,48.94,2016
28980,World,Millimeters,Andaman Sea,189.08,2016
28981,World,Millimeters,Arabian Sea,89.77,2016
28982,World,Millimeters,Atlantic Ocean,38.88,2016
28983,World,Millimeters,Baltic Sea,66.17,2016
28984,World,Millimeters,Bay Bengal,138.68,2016
