ObjectId,Country,Unit,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
717,Russian Federation,Number of,,,,,,,,,,,,,3.0,6.0,8.0,6.0,4.0,3.0,8.0,5.0,19.0,10.0,11.0,4.0,7.0,9.0,3.0,2.0,,,8.0,3.0,8.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,,5.0,3.0
718,Russian Federation,Number of,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,,,,,,2.0,,1.0,,,1.0,,,,1.0,,1.0,1.0
719,Rwanda,Number of,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
720,Rwanda,Number of,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,3.0,2.0,5.0,1.0,3.0
721,Rwanda,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,,1.0,,,,
722,Rwanda,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
723,Rwanda,Number of,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,2.0,1.0,2.0,,,1.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,2.0,2.0,4.0,2.0,5.0,1.0,3.0
724,Saint Barthélemy,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
725,Saint Barthélemy,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
726,Saint Helena,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
727,Saint Helena,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
728,Saint Martin (French Part),Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
729,Saint Martin (French Part),Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
730,Samoa,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
731,Samoa,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
732,Samoa,Number of,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,
733,Samoa,Number of,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,
734,Samoa,Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,"São Tomé and Príncipe, Dem. Rep. of",Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,"São Tomé and Príncipe, Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
737,"São Tomé and Príncipe, Dem. Rep. of",Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
738,Saudi Arabia,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,,3.0,1.0,,
739,Saudi Arabia,Number of,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
740,Saudi Arabia,Number of,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,,3.0,1.0,,
741,Senegal,Number of,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,
742,Senegal,Number of,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0
743,Senegal,Number of,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
744,Senegal,Number of,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0
745,Serbia and Montenegro,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
746,Serbia and Montenegro,Number of,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
747,Serbia and Montenegro,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
748,Serbia and Montenegro,Number of,,,,,,,,,,,,,1.0,,,,,,,2.0,4.0,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,
749,Serbia and Montenegro,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
750,"Serbia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,3.0,,1.0,,,1.0,,,,,
751,"Serbia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,2.0,4.0,,2.0,,1.0,1.0,1.0,1.0,
752,"Serbia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,5.0,,3.0,2.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,
753,Seychelles,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
754,Seychelles,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
755,Seychelles,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,
756,Sierra Leone,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,1.0
757,Sierra Leone,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
758,Sierra Leone,Number of,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
759,Sierra Leone,Number of,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,1.0,,2.0,,,1.0
760,Sierra Leone,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
761,"Sint Maarten, Kingdom of the Netherlands",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
762,"Sint Maarten, Kingdom of the Netherlands",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
763,Slovak Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,
764,Slovak Rep.,Number of,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,1.0,,,,,,,1.0,1.0,
765,Slovak Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,
766,Slovak Rep.,Number of,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,3.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,
767,Slovak Rep.,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
768,"Slovenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
769,"Slovenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,
770,"Slovenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,
771,"Slovenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,1.0,,2.0,,,,,,1.0,1.0,
772,Solomon Islands,Number of,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
773,Solomon Islands,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,
774,Solomon Islands,Number of,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,2.0,,,1.0,,1.0,,
775,Solomon Islands,Number of,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,
776,Somalia,Number of,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,
777,Somalia,Number of,,1.0,,,,,,1.0,,2.0,,,,,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0
778,Somalia,Number of,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,1.0,1.0,,
779,Somalia,Number of,1.0,1.0,,1.0,,,,2.0,1.0,2.0,,,,,2.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,,2.0,3.0,4.0,1.0,1.0
780,South Africa,Number of,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,
781,South Africa,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
782,South Africa,Number of,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,2.0,1.0,,4.0,1.0,1.0,8.0
783,South Africa,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
784,South Africa,Number of,,,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,1.0,2.0,1.0,2.0,4.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,2.0,,1.0,1.0,2.0,
785,South Africa,Number of,1.0,2.0,,1.0,2.0,,1.0,1.0,2.0,,2.0,1.0,,2.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,6.0,6.0,2.0,2.0,,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,,6.0,2.0,4.0,8.0
786,South Africa,Number of,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,
787,"South Sudan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,
788,"South Sudan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,2.0,2.0,,,1.0,,,2.0,1.0,1.0,1.0
789,"South Sudan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,2.0,2.0,,,2.0,,,3.0,1.0,2.0,1.0
790,"South Sudan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
791,Soviet Union (former),Number of,,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Soviet Union (former),Number of,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Soviet Union (former),Number of,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Soviet Union (former),Number of,,2.0,2.0,3.0,3.0,2.0,,4.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Soviet Union (former),Number of,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Spain,Number of,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
797,Spain,Number of,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0
798,Spain,Number of,,,2.0,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,2.0,,1.0,,1.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,4.0,,2.0,
799,Spain,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Spain,Number of,,,,,2.0,,,1.0,,2.0,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,3.0,1.0,1.0,
801,Spain,Number of,1.0,1.0,2.0,2.0,3.0,3.0,,2.0,,3.0,3.0,1.0,,,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,3.0,2.0
802,Spain,Number of,,,,,1.0,2.0,,,,,,1.0,,,2.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,2.0,1.0,,,,1.0
803,Sri Lanka,Number of,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,
804,Sri Lanka,Number of,,1.0,2.0,1.0,4.0,,1.0,,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,4.0,3.0
805,Sri Lanka,Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
806,Sri Lanka,Number of,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0
807,Sri Lanka,Number of,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,3.0,6.0,3.0,5.0,5.0
808,St. Kitts and Nevis,Number of,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,St. Kitts and Nevis,Number of,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
810,St. Kitts and Nevis,Number of,,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
811,St. Lucia,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
812,St. Lucia,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0
813,St. Lucia,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
814,St. Lucia,Number of,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,
815,St. Lucia,Number of,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,3.0,,,1.0,,,1.0,,,,,1.0,1.0
816,St. Vincent and the Grenadines,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
817,St. Vincent and the Grenadines,Number of,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,
818,St. Vincent and the Grenadines,Number of,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,
819,St. Vincent and the Grenadines,Number of,1.0,,,,,,1.0,2.0,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,2.0,1.0,,1.0,,,2.0,,,,,1.0,
820,Sudan,Number of,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0
821,Sudan,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
822,Sudan,Number of,,,,2.0,,,,,1.0,,,,,1.0,1.0,,3.0,1.0,1.0,4.0,,1.0,1.0,1.0,,2.0,3.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
823,Sudan,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,
824,Sudan,Number of,1.0,,,3.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,4.0,1.0,2.0,5.0,,1.0,2.0,1.0,,2.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0
825,Sudan,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
826,Suriname,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0
827,Suriname,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0
828,Sweden,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
829,Sweden,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
830,Sweden,Number of,,,,,,,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,
831,Sweden,Number of,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,
832,Sweden,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
833,Switzerland,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,
834,Switzerland,Number of,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,
835,Switzerland,Number of,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,
836,Switzerland,Number of,,,1.0,2.0,1.0,1.0,2.0,1.0,,,4.0,,,3.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,
837,Switzerland,Number of,,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,4.0,,,3.0,1.0,,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,2.0,2.0,3.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,
838,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
839,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,
840,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
841,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,1.0
842,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,,,,1.0,1.0,2.0,1.0
843,Syrian Arab Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
844,Taiwan Province of China,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
845,Taiwan Province of China,Number of,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,
846,Taiwan Province of China,Number of,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Taiwan Province of China,Number of,,1.0,,1.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,,5.0,,2.0,1.0,2.0,,2.0,5.0,2.0,1.0,5.0,4.0,2.0,2.0,5.0,1.0,2.0,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
848,Taiwan Province of China,Number of,,1.0,,1.0,1.0,,3.0,1.0,,1.0,2.0,1.0,1.0,,5.0,,2.0,2.0,3.0,,2.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0
849,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
850,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,
851,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,4.0,1.0,1.0,2.0,,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,
852,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,
853,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
854,"Tajikistan, Rep. of",Number of,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,
855,"Tanzania, United Rep. of",Number of,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,
856,"Tanzania, United Rep. of",Number of,,,1.0,,,,1.0,,1.0,1.0,2.0,,,2.0,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,2.0,,3.0,1.0,,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0
857,"Tanzania, United Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
858,"Tanzania, United Rep. of",Number of,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,1.0,,1.0,
859,"Tanzania, United Rep. of",Number of,,,1.0,,1.0,,1.0,,2.0,1.0,3.0,,,2.0,2.0,2.0,1.0,3.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,4.0,3.0,,4.0,1.0,,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0
860,"Tanzania, United Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
861,Thailand,Number of,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,
862,Thailand,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
863,Thailand,Number of,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,3.0,3.0,1.0,1.0,1.0,,6.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,,3.0,4.0,,1.0,3.0,5.0,9.0
864,Thailand,Number of,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
865,Thailand,Number of,,2.0,,,,,,,,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,,,1.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,,1.0,,,1.0,1.0,,2.0,,1.0,4.0,1.0,2.0
866,Thailand,Number of,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,2.0,2.0,3.0,,7.0,5.0,6.0,6.0,4.0,6.0,6.0,3.0,5.0,6.0,1.0,2.0,4.0,2.0,3.0,7.0,2.0,4.0,6.0,,3.0,7.0,6.0,11.0
867,Thailand,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
868,"Timor-Leste, Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
869,"Timor-Leste, Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,1.0,,
870,"Timor-Leste, Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
871,"Timor-Leste, Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,3.0,,,,,,,,,1.0,,,,1.0,1.0,
872,Togo,Number of,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Togo,Number of,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,1.0,,1.0
874,Togo,Number of,1.0,,,,,,,,,1.0,,,,,1.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,1.0,,1.0
875,Tokelau,Number of,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
876,Tokelau,Number of,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
