ObjectId,Country,Unit,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
309,France,Number of,,,2.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
310,France,Number of,,,2.0,2.0,3.0,1.0,,1.0,,1.0,8.0,,2.0,2.0,,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,3.0,3.0,1.0,2.0,1.0,,2.0,4.0,1.0,,1.0,3.0,5.0,3.0,2.0,4.0
311,France,Number of,1.0,1.0,6.0,8.0,5.0,3.0,1.0,2.0,1.0,2.0,10.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,8.0,7.0,7.0,5.0,6.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,7.0,3.0,1.0,3.0,7.0,9.0,7.0,9.0,6.0
312,France,Number of,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,
313,French Polynesia,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
314,French Polynesia,Number of,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
315,French Polynesia,Number of,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
316,French Polynesia,Number of,,,,2.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
317,Gabon,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
318,Gabon,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
319,Gabon,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,
320,"Gambia, The",Number of,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,
321,"Gambia, The",Number of,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,1.0
322,"Gambia, The",Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,
323,"Gambia, The",Number of,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0
324,Georgia,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
325,Georgia,Number of,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
326,Georgia,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
327,Georgia,Number of,,,,,,,,,,,,,,,,1.0,,3.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,,1.0,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
328,Germany,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,2.0,,,1.0
329,Germany,Number of,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,
330,Germany,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
331,Germany,Number of,,,,,,,,,,,6.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,,,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,3.0
332,Germany,Number of,,,,,,,,,,,6.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,,1.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,,1.0,3.0,2.0,3.0,1.0,3.0,4.0
333,Germany Dem Rep (former),Number of,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Germany Dem Rep (former),Number of,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Germany Fed Rep (former),Number of,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Germany Fed Rep (former),Number of,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Germany Fed Rep (former),Number of,,,,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Germany Fed Rep (former),Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Ghana,Number of,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Ghana,Number of,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
341,Ghana,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
342,Ghana,Number of,1.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
343,Ghana,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Greece,Number of,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Greece,Number of,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,
346,Greece,Number of,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,2.0,2.0,4.0,3.0,,,2.0,1.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,2.0,,
347,Greece,Number of,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,1.0,,,
348,Greece,Number of,,,,1.0,2.0,2.0,,3.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,2.0,,5.0,2.0,5.0,3.0,2.0,,3.0,4.0,,2.0,1.0,,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
349,Greece,Number of,,,,1.0,2.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,,2.0,,2.0,,,,,,,,,1.0,,,1.0,1.0
350,Grenada,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
351,Grenada,Number of,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
352,Grenada,Number of,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,
353,Guam,Number of,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
354,Guam,Number of,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
355,Guatemala,Number of,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,
356,Guatemala,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,
357,Guatemala,Number of,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,2.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,,1.0,2.0,,4.0,2.0,,2.0,3.0,1.0
358,Guatemala,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,
359,Guatemala,Number of,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,3.0,1.0,,,1.0,,1.0,1.0,,2.0,3.0,,1.0
360,Guatemala,Number of,,,1.0,,,,,3.0,1.0,1.0,,,,,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,3.0,2.0,,4.0,1.0,3.0,4.0,2.0,5.0,6.0,1.0,,4.0,3.0,2.0,6.0,3.0,2.0,5.0,3.0,2.0
361,Guatemala,Number of,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
362,Guinea,Number of,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
363,Guinea,Number of,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0
364,Guinea,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
365,Guinea,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
366,Guinea,Number of,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,1.0
367,Guinea,Number of,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
368,Guinea-Bissau,Number of,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
369,Guinea-Bissau,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,
370,Guinea-Bissau,Number of,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
371,Guinea-Bissau,Number of,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,
372,Guinea-Bissau,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
373,Guyana,Number of,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
374,Guyana,Number of,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0
375,Guyana,Number of,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,1.0
376,Haiti,Number of,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
377,Haiti,Number of,,,,,,,2.0,4.0,4.0,2.0,,,,1.0,,,2.0,,,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,2.0,,2.0,,1.0,2.0
378,Haiti,Number of,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Haiti,Number of,1.0,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,,2.0,2.0,2.0,,,1.0,1.0,3.0,,,1.0,2.0,
380,Haiti,Number of,2.0,,,,,,2.0,4.0,5.0,3.0,1.0,,1.0,2.0,1.0,,4.0,,1.0,1.0,2.0,2.0,2.0,5.0,3.0,8.0,3.0,7.0,4.0,3.0,5.0,4.0,5.0,1.0,2.0,2.0,8.0,5.0,,2.0,1.0,3.0,2.0
381,Honduras,Number of,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,
382,Honduras,Number of,,1.0,,,1.0,,1.0,,2.0,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,,,3.0,2.0,,1.0,1.0,2.0,1.0,,2.0,1.0,,,2.0,,1.0,3.0,1.0,,1.0,,2.0
383,Honduras,Number of,,,1.0,,,,,,1.0,,,,,,,1.0,2.0,,1.0,,,1.0,,,,4.0,,1.0,1.0,,2.0,,,,,,1.0,1.0,,,3.0,,1.0
384,Honduras,Number of,,1.0,1.0,,1.0,,1.0,,3.0,,1.0,,,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,,3.0,,2.0,4.0,2.0,,4.0,1.0,3.0
385,Honduras,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
386,Hungary,Number of,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
387,Hungary,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,
388,Hungary,Number of,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,
389,Hungary,Number of,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,
390,Hungary,Number of,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,
391,Iceland,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Iceland,Number of,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Iceland,Number of,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,India,Number of,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,
395,India,Number of,2.0,1.0,1.0,,1.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,,,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0
396,India,Number of,5.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,8.0,4.0,5.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,9.0,6.0,6.0,6.0,17.0,17.0,16.0,8.0,6.0,8.0,7.0,6.0,5.0,7.0,10.0,8.0,9.0,9.0,5.0,5.0,9.0,3.0
397,India,Number of,1.0,,,1.0,,,2.0,,2.0,1.0,1.0,,1.0,1.0,,3.0,1.0,2.0,5.0,,3.0,3.0,,1.0,,2.0,,,1.0,2.0,1.0,,,,1.0,1.0,2.0,3.0,,,2.0,2.0,1.0
398,India,Number of,2.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,7.0,,4.0,2.0,1.0,1.0,6.0,7.0,3.0,1.0,5.0,5.0,6.0,3.0,5.0,11.0,5.0,4.0,5.0,2.0
399,India,Number of,10.0,6.0,6.0,10.0,9.0,9.0,10.0,10.0,8.0,7.0,12.0,9.0,8.0,9.0,5.0,9.0,12.0,9.0,14.0,7.0,13.0,17.0,13.0,16.0,6.0,25.0,20.0,20.0,11.0,17.0,17.0,12.0,9.0,11.0,16.0,19.0,15.0,18.0,23.0,12.0,11.0,16.0,7.0
400,India,Number of,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,
401,Indonesia,Number of,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
402,Indonesia,Number of,1.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,5.0,5.0,,1.0,1.0,3.0,4.0,7.0,8.0,1.0,3.0,8.0,8.0,12.0,5.0,7.0,6.0,7.0,10.0,6.0,6.0,10.0,7.0,6.0,11.0,25.0,18.0,13.0
403,Indonesia,Number of,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,2.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,
404,Indonesia,Number of,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,,,,1.0,
405,Indonesia,Number of,3.0,4.0,7.0,4.0,4.0,4.0,5.0,6.0,3.0,3.0,2.0,4.0,2.0,2.0,7.0,5.0,6.0,2.0,2.0,4.0,8.0,8.0,9.0,13.0,7.0,6.0,12.0,10.0,13.0,7.0,8.0,8.0,11.0,12.0,8.0,11.0,12.0,10.0,8.0,14.0,26.0,21.0,13.0
406,Indonesia,Number of,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,
407,"Iran, Islamic Rep. of",Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
